,Product_Name,combined_features
87,Himalaya Herbals Protein Hair Cream,"Himalaya Herbals Protein Hair Cream A natural hair cream full of goodness, Himalaya's Protein Hair Cream nourishes the hair root and shaft. Its specially formulated ingredients strengthen hair, promote hair growth and leave your hair soft and shiny. Protein Hair Cream nourishes your hair with natural proteins derived from chickpea, while amla promotes hair growth.Features:Nourishes hair, scalp and promotes hair growthMade using natural ingredientsBest for dry, lifeless hair and hair lossSafe to use on artificially colored or permed hairAbout the Brand: A brand, synonymous with safe and efficacious herbal products, Himalaya Herbals was founded in 1930 with a clear vision to bring Ayurveda to a society in a contemporary form and to unravel the mysteries behind the 5,000-year-old system of medicine. Himalaya has pioneered the use of modern science to rediscover and validate Ayurveda's secrets. At Himalaya Naturals, the ISO 9001:2000 cutting edge technology is employed to create pharmaceutical-grade Ayurvedic products. The company has focused on developing safe, natural and innovative remedies that will help people lead richer and healthier lives.Explore the entire range of Hair Creams & Masks available on Nykaa. Shop more Himalaya products here.You can browse through the complete world of Himalaya Hair Creams & Masks .Alternatively, you can also find many more products from the Himalaya Herbals Protein Hair Cream range.MRP: 80 Country of Origin: IndiaName of Mfg / Importer / Brand: The Himalaya Drug CompanyAddress of Mfg / Importer / Brand: The Himalaya Drug Company, Makali, Bengaluru 562162 Phone: 1-800-208-1930"
88,Benefit Cosmetics Brow Zings Eyebrow Shaping Kit - 06 Deep,"Benefit Cosmetics Brow Zings Eyebrow Shaping Kit - 06 Deep #1 Brow Brand WorldwideThree steps to amazing brows! BenefIt's all-in-one eyebrow shaping kit includes everything you need to sculpt, shape & fill brows. Pluck stray hairs with mini slant tweezers, shape & define with soft pigmented wax, fill & set with natural-shaded powder. Includes 3 New natural-looking shades for blondes, brunettes & redheads! Stash this portable eyebrow kit with mirror in your purse to tweeze, define & set brows anytime, anywhere! - Soft, pigmented eyebrow shaping wax - Perfectly paired brow wax & powder - 12-hour longwear - Dual-sided extendable applicator - 6 easy-to-choose shades - Signature Tips & Tricks included This set contains: - Pigmented wax | 1.7 g Net wt. 0.06 oz. - Natural-shaded powder | 2.65 g Net wt. 0.09 oz. - Dual-ended brush - Mini slant tweezers About the brand: Creating Fake Its & Instant Beauty Solutions since 1976! Benefit Cosmetics started by creating the original rose-tinted stain in the beauty industry and haven't stopped since! From a collection of fast and fabulous brow products to cult-classic bronzers and best-selling mascaras, the brand offers quick fixes for all of your beauty dilemmas.The products and packaging are as unique and distinctive as the gals (and guys) who wear them.Explore the entire range of Eye Brow Enhancers available on Nykaa. Shop more Benefit Cosmetics products here.You can browse through the complete world of Benefit Cosmetics Eye Brow Enhancers .Alternatively, you can also find many more products from the Benefit Cosmetics Brow Zings Eyebrow Shaping Kit range.MRP: 3100 Name of Mfg / Importer / Brand: M/s. PARFUMS CHRISTIAN DIORAddress of Mfg / Importer / Brand: M/s. Kolmar Laboratories, Inc., 20 West King Street, Port Jervis, New York - 12771 USA."
89,M.A.C Matte Lipstick - Diva,"M.A.C Matte Lipstick - Diva Country of Origin : Belgium / Canada / France / Germany / Italy / Japan / South Korea / Switzerland / United Kingdom / United StatesExplore the entire range of Lipstick available on Nykaa. Shop more M.A.C products here.You can browse through the complete world of M.A.C Lipstick .Alternatively, you can also find many more products from the M.A.C Matte Lipstick range.MRP: 1700 Expiry Date: 15 April 2022Name of Mfg / Importer / Brand: Estee lauder CompaniesAddress of Mfg / Importer / Brand: the Estee Lauder Companies INC,767,fifth Avenue,NY,10153,United States of America"
90,Nyassa Rosemary Shampoo,"Nyassa Rosemary Shampoo Nature holds some of the best secrets to healthy and luxuriant hair, and nyassa brings some of that to you in this shampoo. Fortified with an additional ingredient and a lasting fragrance, this is what your need for natural and effective hair care. Rosemary Shampoo contains Rosemary extracts and Quinoa protein that help to stimulate hair growth and smoothen it. Rosemary is known to promote hair growth and adds strength. It stimulates follicles and helps the hair to grow longer and stronger. It also slows down premature hair loss. Quinoa has high amino acid content and gives substantively to hair, repairs damage and makes hair look smoother and silkier.Additional Information: Nyassa creates unique bath and body products from the finest of natural ingredients, to blend that with some of the most exotic fragrances, they offer a wide range of diverse products, to constantly innovate and diligently research, to understand the myriad ways in which hundreds of nutritious and efficacious natural ingredients work, to learn and to apply that knowledge on how it works on various skin types, to intelligently differentiate the appropriate ingredients of a face cream from that of a face wash, and hence formulate each, to keep up to the ever changing expectations of the consumers, delivering value and changing ordinary everyday experiences.Alternatively, you can also find many more products from the Nyassa Rosemary Shampoo range.MRP: 750 Country of Origin: IndiaName of Mfg / Importer / Brand: Nyassa Retail Private LimitedAddress of Mfg / Importer / Brand: Nyassa Retail Pvt. Ltd.,D- 5/7, TTC MIDC, Near Jai Mata Di weigh Bridge,Rekonda Area, Turbhe, Navi Mumbai- 400703 India"
91,Nykaa Naturals Haldi & Chandan Bathing Soap,"Nykaa Naturals Haldi & Chandan Bathing Soap Nykaa's Bathing Bars harness the organic powers of natural ingredients to give you an indulgent bathing experience. They come in six different variants that go well beyond surface cleansing to rejuvenate your body and mind. Each glycerin enriched hand-cut soap creates a rich lather to leave your skin feeling soft and supple for days.top featuresInfused with natural ingredientsGlycerine Based Hand-Cut SoapsMoisturising & HydratingSuits all Skin TypesAromatic & FragrantNeem & Tulsi - Purifying NeemThe multi-tasking Neem reduces blemishes and evens out skin tone.TulsiThe therapeutic Tulsi keeps skin rashes at bay and has antibacterial properties.Haldi & Chandan - GlowingHaldiThe powerful Haldi lends a youthful glow and luster to the skin.ChandanContains antiseptic properties, also removes tan. Charcoal & Kaolin Clay - Detox CharcoalAn exceptional exfoliator, charcoal gets rids of dead skin cells, dirt and impurities. Kaolin ClayThe gentlest of all clays, Kaolin absorb excess oil and promotes clearer skin.Tea Tree & Aloe Vera - MoisturisingTea TreeThe anti-inflammatory and antimicrobial Tea Tree works wonders in treating blemishes and giving you flawless skin. Aloe VeraThe super nourishing Aloe Vera is well-known for hydrating and moisturising the skin. Rose & Geranium - Balancing RoseThe fragrant Rose helps to maintain the skin's pH balance and controls excess oil.GeraniumThe eliminator of dead skin cells, Geranium, tightens and firms the skin.Lavender & Basil - SoothingLavenderA repository of skincare benefits, Lavender cleans, soothes and refreshes the skin.BasilA natural cleanser, Basil removes extra oil and impurities from the skin. how to useComplete your skincare kit Explore the entire range of Soaps available on Nykaa. Shop more Nykaa Naturals products here.You can browse through the complete world of Nykaa Naturals Soaps .Alternatively, you can also find many more products from the Nykaa Naturals Bathing Soap range.MRP: 100 Expiry Date: 15 August 2023Country of Origin: IndiaName of Mfg / Importer / Brand: FSN E-CommarceAddress of Mfg / Importer / Brand: Mumbai"
92,Wishcare 100% Pure Lemongrass Essential Oil - Cymbopogon Flexuosus,"Wishcare 100% Pure Lemongrass Essential Oil - Cymbopogon Flexuosus Wishcare introduces its pure, steam distilled Lemongrass Essential Oil, best known for its multifaceted properties that help look after hair, skin and body effectively. Lemongrass has a sweeter, more powerful citrus aroma than Lemon, making it an ideal choice to be used for aromatherapy as well as to create a pleasant ambience. It soothes aching feet, tired muscles and painful backs. Its antifungal properties makes it effective in aiding athlete's foot and nail fungus. It lowers cholesterol levels, controls excessive perspiration and flatulence. It can increase mental acuity and help stabilize and balance emotions, especially during times of distress and emotional trauma. Features: 100% pure, steam distilled essential oil Promotes hair growth and clears skin Soothes aching muscles Lowers cholesterol level and controls perspiration Balances emotions and stress Creates pleasant aroma and uplifts mood instantly Emanates a refreshing fragrance, suitable for aromatherapyAlternatively, you can also find many more products from the Wishcare 100% Pure Lemongrass Essential Oil - Cymbopogon Flexuosus range.MRP: 349 Country of Origin: IndiaName of Mfg / Importer / Brand: DSLAddress of Mfg / Importer / Brand: 41/G, JN Banerjee Lane, Kolkata- 700036"
93,Too Faced Born This Way Setting Powder - Translucent Medium,"Too Faced Born This Way Setting Powder - Translucent Medium Too Faced Born This Way Setting Powder is a silky, lightweight powder that sets makeup while providing a veil of perfecting luminosity for a finish so natural they'll think you were born this way. Infused with hyaluronic acid, the formula gives a smoother, more youthful appearance.Reasons to Love:- Helps brighten and boost skin's radiance- Hyaluronic acid gives a smoother, more youthful appearance- Photo friendly/no flashback- This product is non-comedogenic- Too Faced is a cruelty-free brandCountry of Origin: Belgium / Canada / France / Germany / Italy / Japan / South Korea / Switzerland / United Kingdom / United StatesExplore the entire range of Loose Powder available on Nykaa. Shop more Too Faced products here.You can browse through the complete world of Too Faced Loose Powder .Alternatively, you can also find many more products from the Too Faced Born This Way Setting Powder range.MRP: 2400"
94,Charlotte Tilbury Matte Revolution - Festival Magic,"Charlotte Tilbury Matte Revolution - Festival Magic This matte lipstick of the future! Matte Revolution lipstick is the revolutionary matte formula in a long-lasting, buildable lipstick, perfect for an effortlessly gorgeous makeup look!What makes it magic?- Get luminous, cashmere-soft lips in a matte finish with a slick of one lipstick- A blend of oils, triglycerides and waxes give you buildable, long-lasting colour for up to 10 hours!- Lipstick tree and orchid extract softens, protects and hydrates lips for younger-looking, healthy lips- Revolutionary, square, angled tip mimics the shape of a lip brush for precision application- 3D glowing pigments create an illusion of fuller, wider lips that glow from within- Ideal for a hydrating, long-lasting matte lipstick for a soft, cashmere finishExplore the entire range of Lipstick available on Nykaa. Shop more Charlotte Tilbury products here.You can browse through the complete world of Charlotte Tilbury Lipstick .Alternatively, you can also find many more products from the Charlotte Tilbury Matte Revolution range.MRP: 3150 Country of Origin: ItalyName of Mfg / Importer / Brand: Charlotte TilburyAddress of Mfg / Importer / Brand: 8 Surrey Street, London, WC2R 2ND, United Kingdom."
95,Forest Essentials Silkening Shower Wash - Iced Pomegranate With Fresh Kerala Lime,"Forest Essentials Silkening Shower Wash - Iced Pomegranate With Fresh Kerala Lime The fresh blend of antioxidant rich pomegranate and lime leaves skin lightly scented with subtle, citrus notes. With Forest Essentials Silkening Shower Wash Iced Pomegranate & Kerala Lime, skin is left glistening, clean and hydrated. Benefits: - Nourishing and cleansing - Heals the skin - Sulphate-free cleanser Alternatively, you can also find many more products from the Forest Essentials Silkening Shower Wash - Iced Pomegranate With Fresh Kerala Lime range.MRP: 1125 Country of Origin: IndiaName of Mfg / Importer / Brand: Mountain Valley Springs (I) Pvt. LtdAddress of Mfg / Importer / Brand: E - 46 & 47Bhadrabad Industrial Area, Bhadrabad Distt - Hardwar (Uttarakhand) PIN 249402, India"
96,Estee Lauder Perfectly Clean Multi Action Foam Cleanser / Purifying Mask Mini,"Estee Lauder Perfectly Clean Multi Action Foam Cleanser / Purifying Mask Mini Indulge your skin with this lusciously rich creme that cushions as it gently cleanses. Powered by the proprietary technology, this non-foaming, soft creme formula works for all skin types and is ideal for dry skin. Gently removes impurities for a look that's healthy, fresh and luminous.Use it 2 ways: Morning and night as a daily cleanser. Or twice a week as a 3-minute moisture mask.The Perfectly Clean Collection: The proprietary, next-generation cleansing technology calms, comforts and clarifies your skin, reducing irritation that can accelerate the appearance of aging. Combines natural skin-loving botanicals and minerals with Estee's proven skin care expertise.The Formula:- Dermatologist-tested- Ophthalmologist-testedIdeal For:- Dry skin- Multi-benefits in one- Gentle daily cleansing- 2X/ week moisture infusion- Non-foaming cleanserCountry of Origin : Belgium / Canada / France / Germany / Italy / Japan / South Korea / Switzerland / United Kingdom / United StatesExplore the entire range of Cleanser available on Nykaa. Shop more Estee Lauder products here.You can browse through the complete world of Estee Lauder Cleanser .Alternatively, you can also find many more products from the Estee Lauder Perfectly Clean Multi Action Foam Cleanser / Purifying Mask range.MRP: 1250"
97,Khadi Natural Ayurvedic Herbal Olive Hair and Body Oil,"Khadi Natural Ayurvedic Herbal Olive Hair and Body Oil Khadi Natural Ayurvedic Olive Oil protects the skin from various external factors like the harsh sunrays or the wind. The light texture of olive oil makes it a perfect non-sticky moisturizer that stays for long and suits all skin types. It delays signs of ageing and improves skin health. Olive oil in combination with a few other ingredients can work wonders to keep your hair healthy too.Features: Pure & Natural Olive Oil Fights hairfall & soothes the scalp Prevents & combats dandruff Features a non-sticky texture Acts as a natural moisturizer Prevents signs of aging Suits all skin typesAbout the Brand: Khadi Natural offers 100% paraben free handmade herbal products and is a leading manufacturer, exporter and supplier of natural skin, hair, body care and aromatherapy products. Khadi Natural products are manufactured under the guidance of qualified Ayurveda Doctors and made up of Herbal active ingredients which are formulated with organically grown pure plant extracts. Khadi natural products are SLS, Paraben, and Mineral Oil free!You can explore various offers on black friday on Nykaa from 26th - 30th Nov 2020 in the Pink Friday Sale 2020. Get additional 10% off on HDFC Bank Card. Use Coupon: NYKHDFC10. Offer valid only on the Nykaa app.Explore the entire range of Massage Oils available on Nykaa. Shop more Khadi Natural products here.You can browse through the complete world of Khadi Natural Massage Oils .Alternatively, you can also find many more products from the Khadi Natural Ayurvedic Herbal Olive Hair and Body Oil range.MRP: 175 Country of Origin: IndiaName of Mfg / Importer / Brand: Khadi Natural HealthcareAddress of Mfg / Importer / Brand: K-1032, Extended Lal Dora, Opposite Metro Pillar No-497, Mundka, rohtak Road (NH-10) New Delhi-110041."
98,L'Oreal Paris La Petite Eyeshadow Palette - Feminist,"L'Oreal Paris La Petite Eyeshadow Palette - Feminist Explore the entire range of Eye Shadow available on Nykaa. Shop more L'Oreal Paris products here.You can browse through the complete world of L'Oreal Paris Eye Shadow .Alternatively, you can also find many more products from the L'Oreal Paris La Petite Eyeshadow Palette range.MRP: 799 Expiry Date: 15 March 2022Country of Origin: ChinaName of Mfg / Importer / Brand: YICHANG TIANMI INTERNATIONAL COSMETICS CO. LTD.Address of Mfg / Importer / Brand: Yichang Tianmi International Cosmetics Co., Ltd., 443000, No. 18 Xihu Road, Xiling Economic Developing Zone, Yichang, China"
99,Carbamide Forte,Carbamide Forte IN
100,Onelife 100% Whey Protein Isolate Chocolate,"Onelife 100% Whey Protein Isolate Chocolate Onelife is bringing out 100% Whey Protein Isolate - Chocolate that supports lean mass gain and muscle recovery. This protein contains 90 percent whey isolate, which is an instantized whey protein isolate extracted from sweet dairy whey. It is made using special techniques to yield a highly pure, nutritionally superior and undernatured isolate. The instantizing process allows it to disperse easily in beverages and solutions. Its low flavor profile, high protein content, lactose and fat level makes it the ideal protein choice for many beverages. As it is unflavoured it can be added with milk shakes, cereals, smoothies and other meals. Comes in a delicious chocolate flavour. Features: Chocolate-flavoured whey protein isolate formulated with 90% instantized whey protein It is extracted from sweet dairy whey and includes blend of digestive enzymes- alpha amylase, protease, lipase, cellulase and lactase Whey protein is a rich source of essential amino acids and hence, it improves speed of digestion and absorption, supports lean mass gain and muscle recovery It rapidly elevates plasma amino acids, thus providing the foundations for preservation of muscle mass Known to enhance strength and muscle mass during resistance training regimens and intense workouts This is a non-GMO and gluten free product and does not contain banned substancesAbout the Brand: OneLife is a supplements brand under the umbrella of Lasons India, a leading global pharmaceutical manufacturing company. The brand is built on the vision to enable everyone to live their life in the right way. OneLife supplies vitamins and nutritional supplements, addressing various health and lifestyle needs, to ensure that the best nutrition, wellness and beauty are available for all.You can explore various offers on black friday on Nykaa from 26th - 30th Nov 2020 in the Pink Friday Sale 2020. Get additional 10% off on HDFC Bank Card. Use Coupon: NYKHDFC10. Offer valid only on the Nykaa app.Explore the entire range of Pre Workout available on Nykaa. Shop more OneLife products here.You can browse through the complete world of OneLife Pre Workout .Alternatively, you can also find many more products from the Onelife 100% Whey Protein Isolate Chocolate range.MRP: 3599 Country of Origin: IndiaName of Mfg / Importer / Brand: Influx HealthcareAddress of Mfg / Importer / Brand: Plot No. 10, Phase II, Genesis Industrial Township, Kolgaon, Palghar, Maharashtra 401404"
101,Merlion Naturals Organic Shikakai Powder,"Merlion Naturals Organic Shikakai Powder Merlion Naturals Organic Shikakai Powder is a natural solution for hair fall and dull hair. It makes hair soft, beautiful and radiant. Shikakai is an excellent hair conditioner and you do not need to use a separate conditioner after using shikakai on your hair. The natural properties of shikakai make your hair softer and add a beautiful shine to it. It nourishes the scalp and helps prevent itching and dryness. Used regularly, shikakai can fight dandruff. Shikakai also strengthens hair roots. It helps to give you stronger and healthier hair, with reduced hair fall. Shikakai pod powder also gently cleanses the scalp without washing away your skin's natural oils. It is mild, with a naturally low pH, and doesn't strip hair of natural moisture. Shikakai can help delay the appearance of grey hair, letting you retain the natural youthfulness of your hair for a long time. A shikakai hair pack can offer relief on a hot day, help relieve a headache or simply act as a soothing hair pack. If you have curly hair, shikakai is a great way to detangle your locks after a shampoo.Merlion Naturals Shikakai Powder is made by grinding dried shikakai pods to a fine powder. The product is processed at ISO and USDA NOP Organic Certified processing facility and then packed in food grade consumer packs in a hygienic environmentMerlion Naturals ensures that only fresh batches of products are packed.Features:100% pure shikakai powder that works as a gentle and natural hair cleanser and conditionerShikakai powder is high in vitamins A, C, K and D, along with antioxidants that promote hair growth and control dandruffPacked with essential nutrients, shikakai prevents breakage and brittleness, which are common reasons for thinning hairShikakai pod powder gently detangles hair to prevent damage and give you stronger, thicker hairWhen used for skin, it can be effectively used as a treatment for preventing age spotsProcessed at a certified organic and Halal facility and packed in food grade consumer packsThis product is vegan, raw, organic, gluten-free and non-GMOFree from mineral oil and chemical additives such as parabens and SLSAbout the Brand: Merlion Naturals has been providing premium quality personal care and dietary supplement products at an affordable price since 2017. The company offers 100% natural products that are inspired by the age-old recipes and methods of Ayurveda. They are made using high-quality ingredients collected from the best available sources. These products are specifically designed keeping in mind customers, who are aware of the adversities of synthetic products and are looking for natural alternatives made without the addition of chemicals or preservatives. Most products from Merlion Naturals are certified organic.You can explore various offers on black friday on Nykaa from 26th - 30th Nov 2020 in the Pink Friday Sale 2020. Get additional 10% off on HDFC Bank Card. Use Coupon: NYKHDFC10. Offer valid only on the Nykaa app.Explore the entire range of Hair Creams & Masks available on Nykaa. Shop more Merlion Naturals products here.You can browse through the complete world of Merlion Naturals Hair Creams & Masks .Alternatively, you can also find many more products from the Merlion Naturals Organic Shikakai Powder range.MRP: 249 Country of Origin: IndiaName of Mfg / Importer / Brand: Merlion International (I) Pvt LtdAddress of Mfg / Importer / Brand: 39, Grand Vishala Industrial Estate, NR Tirupati Hotel, SP Ring Road, Odhav, Ahmedabad-382418, Gujarat."
102,K-Veda Eyeyurvedic Kohl Liner Trends - Black Shimmer,"K-Veda Eyeyurvedic Kohl Liner Trends - Black Shimmer Natural matching eye makeup for gorgeous looking eyes! Based on ancient unani principles, Eyeyurvedic Kohl Liner renders the eyes with a lustrous bold quality, while calming and relaxing stressed eyes.This pure indian kajal pencil enriched with pure cow ghee and organic coconut oil is available in eight dazzling shades for creating fun eye makeup looks. Now you can express yourself colourfully and let your eyes do all the talking at every occasion.Features:Ayurvedic Kohl Liner with natural pigmentsCalms and relaxes stressed eyesPure Ghee and natural ingredients revitalize your skinAlmond oil nourishes the eyes and encourages the growth of thick and lustrous eyelashesParaben and chemical freeMade from natural ingredientsAbout the Brand: K-Veda is a sister concern of world famous 150 years old quality Surma manufacturers Khojati. Khojati Ayurved Pharma is the only company that has developed the first of its kind unique concept of scientifically amalgamating Ayurveda tradition and Unani branches of studies to give you safe products for lasting benefits. The combined conscientious efforts and painstaking research of years has helped K-Veda develop products in eye-care, beauty-care, and healthcare, topical and cosmetic segments.Explore the entire range of Kajal available on Nykaa. Shop more K-Veda Products here.Explore the entire range of Kajal available on Nykaa. Shop more K-Veda products here.You can browse through the complete world of K-Veda Kajal .Alternatively, you can also find many more products from the K-Veda Eyeyurvedic Kohl Liner Trends range.MRP: 175 Country of Origin: IndiaName of Mfg / Importer / Brand: M/s. khojati Ayurved PharmaAddress of Mfg / Importer / Brand: B-49/2, MIDC Wai, Dist. Satara"
103,Guerlain Rose Aux Joues - 03 Peach Party,"Guerlain Rose Aux Joues - 03 Peach Party Discover Rose aux Joues, Guerlain's new colour-revealing blush. Rosy cheeks with a delicate glow, as if you had just spent a day in the fresh air, with a lightweight imperceptible finish. A feat made possible by the new Rose aux Joues which brings a pink flush to your cheeks with a single sweep of the brush. Its Pink Booster pigments capture natural light and enhance your complexion's natural pink hue in perfect affinity with the skin. Fresh, Powdery, golden, Rose aux Joues is offered in 4 timeless shades for all seasons and occcasions. They perfectly match all Guerlain KissKiss Roselip Lip Balm shades for a healthy and lightly flushed look.Explore the entire range of Blush available on Nykaa. Shop more Guerlain products here.You can browse through the complete world of Guerlain Blush .Alternatively, you can also find many more products from the Guerlain Rose Aux Joues range.MRP: 4775 Country of Origin: FranceName of Mfg / Importer / Brand: GuerlainAddress of Mfg / Importer / Brand: Guerlain 68 Avenue Des Champs-Elysees - 75008 Paris - France"
104,DIOR Miss Dior Blooming Bouquet Eau De Toilette,"DIOR Miss Dior Blooming Bouquet Eau De Toilette A bouquet of delicate Peony and Rose brightened by the freshness of Calabrian Bergamot and adorned with a delicate interplay of White Musks. This floral bouquet pays homage to Christian Dior's legendary passion for flowers. Calabrian Bergamot brings its radiance to the top notes. At the heart lies the tenderness of a Peony and Damascus Rose accord. The base notes are adorned with an interplay of White Musks for a spring-like floral signature.Fragrance Notes:- Top Notes: Calabrian Bergamot- Heart Notes: Peony, Damascus Rose - Base Notes: White MuskExplore the entire range of Perfumes (EDT & EDP) available on Nykaa. Shop more DIOR products here.You can browse through the complete world of DIOR Perfumes (EDT & EDP) .Alternatively, you can also find many more products from the DIOR Miss Dior Blooming Bouquet Eau De Toilette range.MRP: 7700 Country of Origin: FranceName of Mfg / Importer / Brand: PARFUMS CHRISTIAN DIORAddress of Mfg / Importer / Brand: 185 avenue De Verdun 45800 Saint Jean De Braye-France"
105,Aroma Magic Sunblock Lotion SPF++30 UVA/UVB,"Aroma Magic Sunblock Lotion SPF++30 UVA/UVB 100% free of paraben, soap, alcohol, artificial colouring & fragrances. All mineral, ultra effective formula create physical barrier between you and the sun. Non greasy, skin friendly and enrich with carrortseed, wheat germ and jojoba oils. They provide natural sun safety, vitamin B5, C, E and prevent visible signs of aging. Notes of helichrysum, calendula and roman chamomile essential oils heal scars and mattify your skin. Green tea extract promote elasticity and provide smart sun protection.Alternatively, you can also find many more products from the Aroma Magic Sunblock Lotion SPF++30 UVA/UVB range.MRP: 210 Country of Origin: IndiaName of Mfg / Importer / Brand: Blossom Kochhar Beauty Products Pvt. Ltd.Address of Mfg / Importer / Brand: 90-A, Khasra No. 68, Shiv Ganga Indl.Est. , Tehsil- Bhagwanpur, Haridwar, Uttarakhand-247661 (India) Helpline: 9811642820"
106,Tommy Hilfiger Tommy Now Eau De Toilette,"Tommy Hilfiger Tommy Now Eau De Toilette Tommy Hilfiger men's fragrance. Top notes of Tommy Now include bergamot and mandarin, middle notes of geranium, ginger, and cardamom oil and base notes of amberwood and moss for a new refreshing scent for men.Fragrance Notes:- Top Notes: Bergamot, Mandarin Orange- Heart Notes: Geranium, Ginger, Cardamom- Base Notes: Moss, AmberwoodFragrance Family: WoodyYou can explore various offers on black friday on Nykaa from 26th - 30th Nov 2020 in the Pink Friday Sale 2020. Get additional 10% off on HDFC Bank Card. Use Coupon: NYKHDFC10. Offer valid only on the Nykaa app.Alternatively, you can also find many more products from the Tommy Hilfiger Tommy Now Eau De Toilette range.MRP: 2100 Country of Origin: BelgiumName of Mfg / Importer / Brand: Estee Lauder N.V.Address of Mfg / Importer / Brand: Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium"
107,Tea Treasure Sencha Green Tea 18 Pyramid Tea Bags,"Tea Treasure Sencha Green Tea 18 Pyramid Tea Bags Indulge your senses with the enriching experience of serenity! The most popular tea in Japan, Tea Treasure Sencha Green Tea is especially beneficial for people learning to appreciate good quality green tea. A mix of antioxidants, vitamins and minerals, this tea helps in boosting your energy and metabolism to new heights. Sencha eases your nerves by calming them with its magical effect, while making your smile vibrant. This tea not only boosts immunity but also aids in weight loss. Packed with folic acid, vitamin A and potassium, this tea has no added flavours. Quality factors: Leaves of sencha are handpicked and hand-rolled, hence, you can see the leaves unfurl in hot water. No flavors added. Health benefits: Burn those extra kilos with grace with sencha tea. This tea detoxifies your body and stimulates your brain and keeps diseases at bay. Feel good factors: Gulp down this Japanese special-tea straight out of bed and feel fresh and alive all day long. This blend soothes your senses and helps you de-stress after a long tiring day at work. Gluten free, no added sugar, no artificial flavour, no preservatives, suitable for vegans.The box contains: Teabox x 1 Pyramid Tea Bags x 17 Honey Pods x 2About the Brand: Tea Treasure comprises a team of tea connoisseurs and tasters, who have made it their life's mission to introduce healthy teas into the daily routines of tea enthusiasts. It is a young brand created to revolutionise the way tea has been perceived, supplied and savoured in the Indian market. Tea Treasure cater products that are made from high quality pure natural ingredients which promise good times, relaxation and well-being to its customers.Alternatively, you can also find many more products from the Tea Treasure Sencha Green Tea range.MRP: 349 Country of Origin: IndiaName of Mfg / Importer / Brand: Sorich Oganics Pvt. Ltd.Address of Mfg / Importer / Brand: Plot No. 7, 1st floor,Patparganj industrial area, near EDMC Headquarters, New Delhi - 110092"
108,Nykaa Wanderlust Deodorant Spray - French Lavender,"Nykaa Wanderlust Deodorant Spray - French Lavender When you think of your favourite travel escapade what comes to mind? Perhaps exquisite food, flowers, fragrances that have stayed with you long after you have returned from those unforgettable journeys. To take you back to that time and place we have bottled up those travel experiences in our Nykaa Wanderlust Bath & Body Range. Let's unleash some memories and travel the globe together.top features Mediterranean Sea Salt DeodorantMediterranean Sea Salt DeodorantYou went kayaking in the clear waters of the Mediterranean Sea, strolled along the endless coastlines and laid back on warm, sunny beaches. Life seemed perfect as you cruised through crystal blue waters popping the bubbly. Now we bring you the same aquatic fragrance of that fresh air and sharp icy waters in our Deodorant. Just a few sprays will leave you feeling cool and refreshed. Sicilian Sweet Pea DeodorantSicilian Sweet Pea DeodorantThe old town of Sicily welcomed you with strands of tiny pebbles across the beach and crisp free-flowing winds. You gasped when your fingers tingled in the cold water and laughed joyfully when fresh sweat peas brushed on your cheeks. Now, we have plucked the ever-so-sweet scent of the fresh sweet pea and bottled it up in our Deodorant to take you back to this hidden island. It's like a trip down your memory lane! French Lavender DeodorantFrench Lavender DeodorantThat impromptu decision of making a stop in the South during your French summer vacation. Away from the hustle and bustle of the city, you ditched your car for a modest bicycle to tour the never-ending stretch of lavender fields. You spent the evenings by gazing at the most beautiful floral display. Now, we bring you the same sense of calming aroma in our Deodorant. Spray this fragrance to be transported to the enigmatic fields of Provence.stay fresh everydayComplete your skincare kit You can explore various offers on black friday on Nykaa from 26th - 30th Nov 2020 in the Pink Friday Sale 2020. Get additional 10% off on HDFC Bank Card. Use Coupon: NYKHDFC10. Offer valid only on the Nykaa app.Explore the entire range of Deodorants/Roll-Ons available on Nykaa. Shop more Nykaa Naturals products here.You can browse through the complete world of Nykaa Naturals Deodorants/Roll-Ons .Alternatively, you can also find many more products from the Nykaa Wanderlust Deodorant Spray range.MRP: 279 Expiry Date: 15 September 2023Country of Origin: IndiaName of Mfg / Importer / Brand: FSN E-CommerceAddress of Mfg / Importer / Brand: FSN E-Commerce, Mumbai"
